PhraseId,SentenceId,Phrase,Sentiment,words_num
78924,4061,suppos humor human look hope breed certain kind mad strength,1,21
73156,3736,wooden deliveri,1,2
136963,7408,unpleas debat given drive narr act,1,20
79217,4079,sudsi set,2,2
1192,43,shiver induc nerv rattl ride,2,5
14279,615,stori actor,2,5
80119,4128,result howev well intent,2,5
28007,1286,mani chef,2,3
146488,7968,cinemat sin,2,4
144478,7844,take us examin young adult life urban south korea heart mind five princip,3,22
91403,4755,featherweight romant comedi,2,3
64460,3263,enviou,2,3
103109,5437,overstyl,1,1
21398,956,n give damn,1,7
11089,473,small victori,2,3
57082,2875,forc new jersey lowbrow accent uma,1,7
81570,4206,take full advantag,2,4
103729,5470,writer dude,2,3
149212,8119,viciou charact,2,4
106446,5622,read,2,2
121406,6503,strength,2,3
96945,5067,give unqualifi recommend,2,5
85464,4420,end flick,2,6
17874,777,gift anyon love danc cinema,3,10
107032,5653,predict manipul stinker,0,6
74725,3831,take hand approach shape stori show us compel,1,18
117085,6247,heartfelt achingli real,4,5
91817,4778,duke,2,1
154583,8452,tradit plot popcorn thriller,3,5
14828,637,singer,2,1
120771,6462,stori play slowli charact intrigu realist,3,13
59020,2978,stubborn,2,2
3231,121,better summer blockbust,4,6
93578,4880,remind vastli improv german version big fat greek wed,4,15
69420,3529,import develop,2,2
88364,4590,seriou movi seriou idea,4,7
111874,5939,sinc movi base nichola spark best seller know death lurk around corner wait spoil thing,2,27
134407,7250,deep hearst mystiqu,2,5
149487,8136,wear somewhat cumbersom goggl,1,6
155589,8515,other,2,2
61077,3085,customarili jovial air,3,4
69712,3546,go movi littl like chew whale blubber,1,12
68880,3499,tri pay less attent miniseri attent film,1,16
124422,6684,quirki slightli strang french film,3,6
132394,7139,spot,3,2
148837,8097,hoari dialogu flux accent worst silli look morlock,1,14
20502,915,keep reason entertain,3,5
75523,3873,slow move swedish film,1,3
138716,7516,romp pile,1,2
100686,5288,rare window,1,2
71739,3660,appealingli manic energet,4,4
94485,4931,whose friendship,2,2
19121,838,toward maximum comfort familiar,3,5
19065,836,magic fun famili fare,3,8
80859,4168,run empti repeat alreadi done way often,1,13
16609,716,unrepentantli trashi,0,2
35229,1656,action,2,1
65899,3342,age filmmak still thumb nose convent,1,10
101209,5320,familiar stori one present great sympathi intellig,3,15
18553,814,,2,3
89804,4673,almost saccharin domest interlud pure hollywood,2,8
90345,4702,lrb role edit score anyth realli rrb,1,15
8558,354,hollywood satir wind kind film target someth,1,20
66844,3391,twohi film,2,2
86335,4469,thing work,2,4
97523,5099,part biographi part entertain part histori,3,10
101664,5351,tart tv insid humor,2,3
4038,152,action speed,2,5
61501,3110,vista orbit space station suspend like huge set wind chime great blue globe stanza breathtak awe inspir visual poetri,4,33
73987,3784,young old alik go see uniqu entertain twist classic whale tale,4,18
11035,471,seven,2,1
11224,483,moral shrapnel,2,4
108441,5738,groov,2,1
147976,8053,screenplay fall somewhat short,1,5
47913,2336,tedious live love art,1,10
117058,6245,wife plot,2,4
57341,2889,troubl ghetto,2,1
146959,7999,one best grow strain dare film,3,11
132351,7137,wimp go pg rate graphic violenc mostli screen,1,17
91610,4766,far meaning stori,3,5
76949,3957,exactli titl impli,2,5
133035,7175,savor whenev film lamer instinct saddl,1,11
108348,5733,funni scene,3,2
52521,2599,giggl,3,1
12262,525,rrb matur quit bit spider man even though one plain white toast comic book film,3,22
78472,4037,movi work right final scene cave,2,18
45410,2207,n mean much play skew ever get hold lrb entertain rrb,1,24
60572,3058,courag,3,1
23504,1065,crucial third act miscalcul,2,4
114344,6081,set cleverli captur dri wit preval rock,3,16
82380,4255,entic prospect lot nubil young actor film campu deprav,3,16
113871,6052,n make sens,1,4
67899,3447,,3,3
19569,859,bear suit,2,2
117063,6245,deliveri matter,3,7
50220,2469,peter jackson compani dazzl delight us,4,11
35908,1694,attempt pass stinker scari movi,0,11
4356,165,steven shainberg adapt mari gaitskil harrow short stori brilliantli play deepli unsettl experi,3,21
109552,5804,carri film admittedli broad shoulder,2,9
149340,8126,terror,1,1
81985,4229,harder,2,2
114472,6089,movi theatr,3,3
69847,3551,stew,2,1
7408,301,respons put togeth movi particular valu merit,2,11
113635,6041,predict preordain big moment occur,2,15
20094,891,especi,2,4
12791,551,middl film compel demm experi,3,11
87869,4563,manag three quit well make one year enjoy releas,4,19
62746,3172,french realism,2,2
104154,5493,rather bland affair,1,6
57487,2900,one color event anoth,3,6
93777,4891,tell stori horrifi heart breakingli extens annal white black racism,2,16
71042,3622,gain uncondit love seek,1,6
76945,3956,madcap,2,1
11808,509,good,3,2
13802,595,payami,2,1
85154,4404,attempt complic stori,2,5
19230,844,natur funni film home movi,4,7
91858,4781,high crime cinemat misdemeanor,1,6
34290,1610,difficult endless work,1,4
32216,1509,grant n need floppi hair self deprec stammer,2,13
17682,765,settl nice cool glass ice tea,2,9
65754,3333,absolut sens,2,3
109766,5815,lrb none sheer lust rrb,1,8
132970,7171,stand,3,4
34885,1641,margin,2,2
45311,2203,melodramat lifetim channel style antholog,1,5
40299,1929,girl friday,2,2
27222,1253,one surefir way get nomin best foreign film oscar make movi whimsic folk learn nonchalleng life affirm lesson walk around foreign citi stun architectur,2,36
95341,4976,,2,2
20045,889,pay money get televis free,1,12
42829,2068,tortur psycholog talk genit public,2,12
10467,441,claim sort bad guy good essenti problem,1,16
63229,3197,felt immedi aftermath terrorist attack,2,9
95373,4980,real life hollywood fairi tale,3,4
75277,3862,famili life,2,3
134600,7262,jerri springer,2,2
111153,5892,done heaven allow want make anti kieslowski pun possibl,2,18
29115,1347,construct real stori time,2,6
88811,4613,intellig,3,3
129004,6938,detect stori,2,3
98172,5144,slide slipperi slope dishonesti,1,7
102088,5373,qualiti,2,2
74305,3807,lightweight filmmak sure,1,8
139469,7566,kidman becom one best actor,4,9
27230,1253,nomin best foreign film oscar make movi whimsic folk learn nonchalleng life affirm lesson walk around foreign citi stun architectur,3,29
112104,5951,funni smart visual invent aliv,3,14
151921,8289,might want catch freak matine,2,10
40835,1956,scare admit much may realli need compani other,2,13
45678,2220,witti,3,2
123733,6644,charm kevin kline,3,5
872,32,poetri,2,2
131831,7106,rollerbal,2,2
42314,2039,certainli disast,2,7
137738,7454,hartley movi,2,2
77481,3985,carlen,2,1
110875,5875,hokey,1,1
883,33,ice age first comput gener featur cartoon feel like movi make glacial pace earli,2,23
131536,7088,start legend,3,4
82501,4259,streetwis mclaughlin group,2,3
136681,7390,robin william,2,3
79004,4065,dazzl entertain,4,3
149905,8163,pretenti fascin ludicr provoc vainglori,1,9
111906,5940,pain awar,1,5
84256,4354,stay touch skin,3,7
78954,4062,found sara sugarman whimsic comedi anni mari enough sustain film,2,18
37101,1758,think final frame,2,6
134810,7276,great help,3,2
17243,749,artist three day death,2,8
10125,425,cathart truth tell,1,7
57502,2900,life,2,6
31332,1464,disgrac either,2,4
112093,5950,confus total disorient,1,6
24052,1093,thank,2,7
27123,1248,pictur feel everyon make lost movi mojo,2,13
52994,2627,nauseat spin credit sequenc talent underutil support cast bartlebi squander much give,1,24
48353,2360,ca n believ anyon would realli buy stuff,0,9
126825,6819,even may still leav want answer credit,1,13
105784,5584,minut,2,1
98244,5149,silli hack slash flick,2,7
137000,7409,give filmmak unlimit amount phoni blood noth good happen,1,16
114554,6094,bound appeal women look howlingli trashi time,3,11
42708,2062,cute ami career success lrb best sell writer self help book ca n help rrb,2,22
94844,4947,insuffer naiv,0,2
44840,2175,spend time familiar cartoon charact,2,8
101187,5318,hamper predict plot paper thin support charact,1,11
60990,3082,allegi chekhov director michael cacoyanni display somber earnest new adapt cherri orchard,2,20
86906,4504,never inspir,1,2
126908,6823,director rick famuyiwa emerg articul grown voic african american cinema,3,14
144735,7856,schaeffer film never settl light foot enchant materi need,1,14
83693,4326,victori,2,2
23748,1079,,2,2
108068,5717,in out modern moviemak,3,7
117110,6248,shaken nesbitt cooper look bullet stop fli,2,11
89880,4677,like enjoy comput,1,9
120325,6432,unhing,2,1
36648,1735,watch giggl,3,3
3032,114,bog,2,1
31700,1485,earn year friendship,2,4
127875,6878,nine queen,2,5
84291,4356,april instal american war independ complet load cgi bushel violenc drop human blood,2,28
36037,1700,issu,2,2
83893,4335,hallelujah small favor,3,4
136840,7401,feel less like bad cinema like stuck dark pit nightmar bad cinema,1,20
137888,7461,face play handsom blank yearn find,2,10
40178,1925,like ringu,2,2
119445,6386,mind n afraid admit,2,8
86432,4474,hollywood vs woo,2,3
24557,1117,serv silli fluff,2,5
53916,2676,sit back enjoy coupl great actor ham,4,12
131444,7082,mostli believ refreshingli low key quietli inspir littl sport,4,11
46648,2270,price paid,2,7
139545,7570,portent content,1,5
4790,183,style,2,1
69785,3549,sequin flashbulb blare brass back stab babe,2,10
51902,2561,precis arthur dong famili fundament,2,11
88178,4580,dopey movi,1,3
33733,1586,mani work,2,4
96862,5063,ye spirit away triumph imagin,3,11
153080,8360,forg theori class base rage sisterli obsess razor side tune fork ring cultur sexual social discord,2,28
41791,2012,dici,2,1
104695,5530,meet,2,2
30338,1408,documentari sundanc film festiv,2,6
3342,125,preciou,3,1
32300,1514,roughshod incompet cop,2,4
41205,1975,dark delic treatment charact,3,8
113491,6034,mark one interest writer director work today,4,12
45118,2191,slobber lovabl run sentenc,2,5
138865,7525,turf war brooklyn,2,5
69012,3506,premis ripe manner lunaci,2,11
100008,5248,enough gun battl throwaway,2,6
94338,4923,japanes monster,2,2
93680,4885,smug convolut,0,3
140394,7619,look like danni aiello day,2,8
13710,590,adventur,3,1
61180,3092,fair bit,3,3
25924,1187,creation,2,1
116864,6235,film explos,4,4
33888,1591,punk,2,2
52039,2567,intellig consid detail,3,6
47569,2319,secret ballot purpos reduct movi may success lodg brain,4,24
149662,8146,serv style empathi,3,6
144278,7833,demon do high sea work better less brain engag,1,16
129301,6953,film gambl occasion break live action scene anim sequenc,2,14
103065,5432,player masoch,2,2
110573,5861,loud low budget tire,0,5
3192,120,alon abandon still consol art ever reveal sourc spiritu surviv,2,27
139868,7589,quietli lyric tale probe ambigu welcom extend afghani refuge stream across border desper work food,3,28
76896,3954,warn resist temptat film blunt challeng offer easi reward stay clean,2,22
143946,7811,heart string,2,1
122439,6565,much commentari knowledg film,3,12
6971,279,watch monkey fling fece,2,8
124226,6671,lost translat anoth routin hollywood frightfest slack execut italic absurd premis,1,21
114779,6109,viewer wish queen less damn,1,22
145351,7898,mark ms bullock best work time,4,9
144179,7826,far smoother ride,3,6
103560,5461,cruel,1,3
11291,486,tell,2,1
132612,7151,deep,2,2
18416,806,one resurrect mani,1,6
111789,5933,make even elizabeth hurley seem graceless ugli,1,9
151392,8254,enjoy much,4,5
34123,1603,director imogen kimmel,2,3
9871,412,big box consol candi,1,6
128090,6891,movi overbear top famili,1,13
97395,5093,inuit peopl,2,4
153112,8361,valu time money,2,5
84541,4374,probabl video store christma,2,8
58568,2951,tap power emot,3,5
127134,6837,spoken directli,2,2
749,28,offer opportun occasion smile chuckl,2,7
129190,6947,origin insight,4,3
145292,7895,n quit gener siegel lrb robert aldrich rrb,2,13
34525,1622,realiti snub hodgepodg,1,4
45916,2233,match ridicul premis,0,10
144119,7823,decid lack spontan execut dearth real poignanc epiphani,0,18
37792,1797,emphasi latter,2,5
131535,7088,start legend,2,5
133728,7215,,2,1
50486,2483,brat ever anyth loser,1,9
125316,6734,whenev think figur late marriag throw loop,3,17
24876,1134,hous audienc,2,2
68403,3471,seem time mani although realiti enough,1,13
73794,3774,basic,2,2
145246,7892,like mike shoot score namesak proud,4,11
4784,183,evok style flash doubl cross made mamet hous game last fall heist much fun,4,27
88833,4615,star schticki chri rock stolid anthoni hopkin seem bare movi,1,18
105703,5580,look tale brit behav badli,1,10
150557,8204,find comfort familiar,3,4
106813,5641,term style,2,5
10829,460,young star cute,2,6
70330,3584,hip hop fan appreci scratch,3,5
141741,7690,manag creat underplay melodrama famili dynam dysfunct hark back spare uncheck heartach yasujiro,3,23
84257,4354,stay touch,2,3
5491,218,serv workabl primer region recent histori,2,13
2556,98,report card n live exalt taglin definit room improv,1,19
127648,6865,,2,8
92812,4835,dream smart comedi would come along rescu summer teen driven toilet humor codswallop name earnest,4,29
122804,6587,effort put human face travail thousand vietnames,3,13
134886,7280,romant comedi,2,5
130624,7037,tanov,2,1
82201,4242,provid keenest pleasur,3,4
35854,1691,hollywood film,2,2
82624,4264,evolv human impuls grew hideous twist,2,8
85026,4397,pretti valuabl,3,3
18093,789,sparkl,4,2
147219,8010,critic insight,3,5
22563,1020,jone rrb,2,3
18658,818,uncl,2,2
142176,7714,scene,2,2
57584,2904,worn pander palav,0,6
112375,5968,fellow survivor,2,5
130031,7002,learn believ someth matter,4,8
118357,6322,encount place war savag live liberti poor dispossess,2,20
57890,2918,flop except six gag,1,9
68541,3479,gangster solid satisfi fare adult,4,11
51925,2562,close line,2,4
15645,671,sex screen aggress anti erot,1,8
40405,1933,bourn ident,2,3
1347,50,prevent rather place blame,2,7
91849,4780,takashi miik keep push envelop,3,7
31216,1458,dispar denizen,2,5
30481,1415,middl american,2,3
52115,2572,cleti tout,2,3
75920,3894,depart telegram,2,2
95838,5007,lack strong narr,1,4
38624,1840,fashion,2,1
120863,6467,natur,2,2
144689,7853,power script perform come whole damn thing n get moral hackl,2,28
114346,6081,newfoundland cleverli captur dri wit preval rock,2,14
123905,6653,john water,2,3
14774,635,tragic rrb,1,2
5854,233,,2,3
149335,8126,support scattershot terror tone,2,5
124143,6665,imageri paint,2,6
91513,4763,emot spiritu compel journey,3,5
81184,4183,made great saturday night live sketch,2,7
20419,912,african empir,2,2
23858,1084,heap,2,1
69190,3515,death,2,2
28422,1314,exercis,2,2
72900,3722,insecur,2,1
143797,7804,tre greek writer star nia vardalo,2,7
127187,6840,present viscer danger honest revel men machin behind curtain planet,4,17
113698,6043,hate like,2,6
117269,6257,promis excit,3,5
64482,3264,first movi,2,4
141761,7690,uncheck heartach,1,2
43708,2119,otherwis delight comedi error,3,6
47841,2331,director enjoy immens,3,5
123309,6618,social drama,2,2
28355,1309,jason x,1,3
89730,4669,one save grace,2,6
86221,4463,bad,0,1
69550,3535,want enjoy without feel con,2,10
54690,2722,take longer heal welt johnni knoxvil stomach riot control projectil tortur psych,1,21
71602,3653,h g,2,1
84336,4358,energet sweetli,3,3
76162,3907,breakthrough filmmak,4,5
44464,2155,portray young usual intellig subtleti mention convinc brogu,3,16
88147,4578,de palma,2,3
1268,47,,2,2
48681,2376,load,2,2
41690,2006,whether want gangster flick art film,2,12
97434,5096,parodi pulp melodrama,2,4
18905,829,disconcertingli slack,2,4
56102,2809,melodramat,2,2
63720,3226,marin legal,2,1
34449,1618,well integr homag,2,3
77162,3969,start,2,3
70084,3569,cleti tout might inspir trip video store search better movi experi,0,19
82929,4281,misguid ill inform,2,4
49014,2393,deriv,2,2
144073,7820,film fit genr overexpos redol thousand clich yet remain uniqu vibrant origin,3,27
110296,5841,could sprung great one,2,8
130932,7057,much fill screen tortur dull artist monster,2,19
101245,5322,expend,2,1
58677,2957,bleak day,1,3
9839,410,accent thick mud,1,4
59966,3025,one baaaaaaaaad movi,0,3
132782,7159,pursu enerv determin,2,7
155375,8503,disloc,2,2
47007,2291,think make sens someth happen tell sens,1,21
58101,2928,last metro rrb melodramat confin singl theater compani strategi decept taverni concern entir period histori,3,33
72434,3701,famili quandari,2,2
154629,8454,want see flick telemarket,2,8
86336,4469,work,2,3
110426,5849,simpli good,3,4
33653,1580,soul stir documentari isra palestinian conflict reveal eye children remain curiou odd,4,25
69334,3525,allegedli inspir easili market,3,5
22533,1019,estrang,1,1
13759,592,famou director,2,4
125596,6747,offer formula payback big payoff,2,7
102226,5379,extrem hard relat charact,1,10
30349,1409,n realli,2,3
44970,2181,sister,2,2
33758,1587,touch,3,2
136989,7408,provoc piec,3,3
46938,2286,didact cartoon,2,2
48565,2372,uneven look,2,2
86008,4450,sometim difficult tell actor movi,1,15
105102,5552,de niro murphi make showtim savori hilari guilti pleasur mani recent movi season,4,20
26176,1199,slim travel incognito,2,3
69625,3540,either goodli wise know downright comic evil,1,13
14859,639,high standard,3,2
21460,960,punit,2,1
118414,6326,film take stand favor tradit warmth,3,13
115688,6164,found devast eloqu clariti,3,8
114020,6062,kill father one art hous film make feel like watch iceberg melt,0,24
125274,6731,buoyant express flow imag,3,7
86517,4480,edg dead man,2,4
130524,7033,may inde,2,2
110208,5837,deadli dull watch proverbi paint dri would welcom improv,1,16
124481,6688,descend messag monger moral,1,5
109069,5776,michael cunningham novel,2,4
42825,2068,fun charact tortur psycholog talk genit public,1,18
12025,516,hollywood comedi father bride,2,9
60366,3048,barn burningli bad movi promis would,0,11
5504,218,region,2,2
29085,1346,gener inclus genr definit disingenu featur,2,14
77682,3994,come warn seriou film buff,2,9
11995,515,littl love cute,2,11
115466,6151,tatter,2,2
92178,4796,purpos tast,3,4
27637,1268,,2,1
133695,7212,contriv natur charm need,3,11
97757,5118,adolesc anomi heartbreak,2,5
102229,5379,relat charact,2,7
124942,6715,sensual sympathi stori two adolesc boy,3,12
29666,1374,result sometim brace sometim baffl quit often,2,11
53570,2656,noth,2,2
9663,403,final,2,1
52985,2626,wind glum mr de niro,1,10
79845,4113,convict,3,4
60052,3029,filter complex,2,5
107271,5668,orlean theme,2,5
128225,6899,bad,3,4
9286,387,internet,2,3
152443,8318,pitch perfect act,4,3
36457,1724,littl salvag filmmak flail reput,1,8
94419,4928,thriller wo n,2,5
13077,562,interest see fuss,2,10
119399,6385,wide eye,3,1
87842,4563,mani film simultan funni offbeat heartwarm lrb without thick shmear goo least rrb,3,25
119319,6377,explos fear,2,3
62679,3170,ram dass,2,2
25201,1152,year old,2,1
100453,5270,artwork spectacular,3,4
115132,6133,poorli act brain slappingli bad man ludicr enough could becom cult classic,0,20
28634,1324,oh import,3,1
120128,6425,sci fi movi,2,4
90939,4731,waydowntown may import movi even good one,2,15
16074,691,behan,2,2
108581,5746,young peopl tri cope mysteri brutal natur adult,2,13
128158,6895,quirki hip,3,3
10647,451,seem get anywher near stori center,1,9
76014,3900,slather cracker serv feast bleak,1,12
64207,3249,nihilist,2,1
19691,868,imax screen,2,2
93786,4891,heart breakingli extens annal,2,4
154870,8472,even term low grade chees standard oper,1,12
120336,6432,feel power,2,2
83402,4308,rictur,2,3
54099,2688,sure contriv predict,0,9
73704,3769,kind satisfi entertain,2,5
70774,3608,success career,2,2
78864,4058,surprisingli uninvolv,1,2
135669,7331,everyth film work includ somewhat conveni end,2,13
32673,1531,effort modern encomia divers toler,1,12
111809,5934,pump,2,1
2450,93,cracker barrel,2,2
127871,6878,rare,2,2
111512,5917,sweati old guy rain coat shop cheap porn,2,13
99938,5243,mad love,2,3
39763,1899,,2,1
120541,6446,much fatal outsid stylish surpris,1,12
37802,1798,fascin studi,3,3
35959,1697,one want,2,9
12851,552,goth vampir tortur woe lifestyl,2,6
132581,7149,phenomen band,3,2
121975,6539,bizarr curios,3,2
65157,3296,pain elegi,1,2
131739,7102,time hype quieter,1,9
30269,1404,disciplin,2,1
96357,5033,thing frustrat film,1,8
12040,517,multi layer profoundli humanist lrb mention gentli polit rrb medit,3,12
96070,5018,pithi,2,1
57588,2904,pander palav,3,2
137592,7443,self destruct mani young peopl,1,6
18303,800,affabl maid jennif lopez aggress sincer attempt take movi storm diva shrewdli surround compani strictli list player,3,35
91480,4759,certain style wit dialogu,3,10
1855,69,stoner midnight flick sci fi deconstruct gay fantasia,2,9
30201,1402,inexperienc director mehta much learn,1,10
34779,1635,challeng depress,1,3
9965,418,walk,2,1
84207,4351,pledg allegi cagney lacey,2,6
104671,5527,poster boy,2,3
68759,3493,olympia wash,2,3
45360,2205,airi cinemat bon bon whose aim extens accomplish seem decept slight surfac,3,21
64423,3261,,2,2
127963,6883,forc give millisecond thought,2,9
138324,7487,repugn,1,1
28385,1312,keen eye sweet spirit,3,5
144532,7846,romanc novel,3,1
75366,3866,robot,2,1
114641,6099,threadbar comic setup,1,3
6188,246,highest product valu ever seen,4,9
143788,7803,good insid dope particular bite,1,9
146678,7979,teenag fixat bodi humour reinforc stereotyp,2,11
2195,83,pianist lack quick emot connect steven spielberg schindler list,2,15
38496,1833,right film,3,6
109918,5822,,2,2
80073,4125,struggl simpli ludicr borderlin insult,0,10
68871,3499,attempt anoth project greenlight,2,4
123198,6614,none actor stand less problem would anoth film,2,22
137107,7416,georg romero direct movi,2,6
110284,5840,bare toler slog,2,4
62148,3142,backdrop,2,3
31378,1467,leash,2,1
98521,5165,maid might look appeal third fourth view road high concept vehicl two bright star moment rise fan lofti expect movi pass inspect,2,44
126183,6780,explor aw complic one terrifi day,3,9
63556,3217,perform styliz drain human emot,1,14
108439,5738,found groov,3,3
59528,3002,even accept right frame mind provid much lenienc,1,18
143161,7771,day,2,2
11415,489,sick charact,1,3
106627,5631,enough keep mani moviego,2,5
4990,194,draw,2,1
95157,4963,count heart import humor,3,7
38935,1857,unfamiliar,2,2
66711,3386,sulk,2,1
74780,3833,found cult favorit,4,4
40973,1964,make perfectli accept occasion enjoy children entertain,3,11
79035,4067,fit funni,3,3
35263,1658,twentysometh,2,1
131385,7079,come away think kate n bright n worth care mayb janin molli woman dysfunct famili deserv one anoth,1,38
109901,5821,charact anguish anger frustrat,2,8
127113,6836,white knuckl,3,1
72037,3678,almost everi singl facet product,2,7
64627,3270,spotlight,2,3
37392,1775,realli bad might think,2,8
14782,636,popcorn movi fun equal dose action chees ham cheek lrb well seriou debt road warrior rrb,2,26
70667,3602,uh shred,2,5
90016,4683,construct portrait,2,5
95610,4993,weighti theme,2,3
147395,8020,permeat aspect tv movi esqu affect child act dullest irish pub scene ever film,1,21
81134,4179,celebratori,3,1
80046,4124,longer pay bill,2,7
89923,4679,ryan battl scene,2,4
94976,4955,smart sassi except charm,4,7
33093,1551,avoid like dread king brown snake,0,8
100851,5297,littl well act televis melodrama,1,7
36122,1706,may last tango,2,10
15172,652,given part worthi consider talent,4,8
147191,8008,grow monoton,1,2
58491,2947,mediocr love,1,5
91879,4781,two fine actor morgan freeman ashley judd,4,9
72816,3718,unpleas thing studio,1,6
4781,182,base,2,1
141971,7700,sappi big daddi,1,5
90006,4683,film,2,3
107687,5690,labor,2,2
71017,3621,easi one review,1,9
112866,5994,quietli introspect portrait self esteem employ shame lose job,3,17
36065,1701,volletta wallac matern furi fearless,3,8
147480,8026,stress dumb,1,4
85749,4435,climact setpiec,3,2
95694,4998,creat charact,2,3
123494,6631,owe genesi animatron display disneyland,2,9
65504,3317,director michel gondri,2,3
77195,3970,moan,2,1
47143,2298,shape director peter kosminski,2,5
143870,7807,fieri presenc hanussen,2,5
136504,7380,trace back littl thing,2,6
5838,233,benjamin evok bottom tier blaxploit flick,0,15
22973,1038,explod flame,2,4
40373,1932,specul effort,3,2
134938,7283,non porn,2,1
8044,331,scratch surfac,2,3
116361,6205,tri decid annoy god great,1,13
110192,5835,would becom punk kid revolut,2,9
155961,8538,present univers appeal,3,4
76679,3942,killer cgi effect,3,3
10431,438,startl,2,1
154331,8434,throughout film,2,3
33323,1561,,2,2
22972,1038,thing explod flame,2,5
11962,512,correct,2,1
42264,2034,busi plan,3,2
154653,8455,rowdi particip think,2,7
149825,8158,stori troubl everi day,2,6
147185,8008,bid,2,1
105129,5553,without vulgar intellig life affirm script,3,12
70847,3611,seem,2,4
80678,4154,new york,2,3
50301,2473,load clam left broil sun good three day,0,15
103883,5478,enjoy daytim soaper,2,5
151475,8260,result might drive crazi,2,6
29892,1385,tripl x mark spot,3,8
91989,4786,mind numbingli indescrib bad,0,4
144387,7839,ungainli movi ill fit elbow stick knee,0,17
45606,2216,sketchi actorish notat margin act,1,9
102991,5428,tedious bad someth fulli forgotten,0,10
91211,4745,stark portrait motherhood defer desir,2,9
10366,436,feel sanitis stagey,1,4
61438,3105,paint fight,2,3
93934,4900,hammer,2,2
59842,3018,sprung life,3,3
114064,6064,somehow,2,3
102948,5424,heartfelt,3,2
154565,8450,work superbl,4,4
7987,327,best worth,2,6
118272,6319,compliment say film make viewer feel like movi variou victim audienc member also happen movi admir qualiti,3,34
109388,5793,give extra littl someth make worth check theater,3,14
21380,955,great march band,3,3
117794,6290,come like bad imit bard,1,9
63741,3226,male intrigu,2,3
136488,7380,affection remind us languag huge stuff life usual trace back littl thing,3,24
13872,596,dalrympl,2,1
74008,3785,manag depress lead actor phone autobiograph perform,2,17
87139,4520,promis,2,2
95603,4992,contract,2,1
105753,5583,serious dumb,0,2
74507,3820,fair share dumb drug joke predict slapstick,1,10
109152,5780,quarter,2,3
99201,5202,smarter offer,3,3
1106,41,tartakovski,2,2
51355,2529,unfunni showtim deserv hook,2,6
20944,935,good intent lead video store,2,8
60836,3071,make intrigu premis,3,8
28575,1320,need peopl divers polit perspect get along despit ideolog differ,2,14
36500,1726,real masterpiec,4,3
27412,1259,recal cari grant room one houseboat father goos affection depict gentl war reluct irrespons man kid latch onto,3,36
78621,4046,strong funni,4,4
79223,4080,plot charact drama,2,5
19224,843,say noth bore,2,6
26021,1190,inhal gutter romanc secondhand materi,0,9
148355,8073,although melodramat predict,2,4
107311,5671,problem xxx action n effect,1,16
47468,2313,sight sound wondrou beat,3,9
14444,622,extraordinari intellig origin,4,4
104869,5538,wildli uneven movi,1,5
54617,2717,agreeabl startl use close up,3,6
71965,3676,good intent,3,3
18683,819,der groen,2,2
105504,5571,realiz may forget origin conflict like movi,2,16
84067,4343,creat portrait two strong men conflict inextric entwin famili histori see neither like see,4,28
42367,2041,nevertheless effici amus good,3,9
59203,2987,pictur health boundless energi,3,8
87006,4510,caper movi hardli fun watch,1,9
135062,7290,risk american scorn,2,3
124840,6708,creat beauti canva,4,6
87285,4526,entir minut,2,5
60027,3028,attic,2,1
16190,699,tast,3,1
132787,7159,enerv determin,3,2
105483,5570,make one spectacularli ugli look broad,1,5
105666,5578,lan yu certainli servic melodrama,3,8
146926,7996,nearli long enough,2,9
38112,1812,suprem,2,2
89989,4682,get histori book croak,2,9
146004,7940,believ shock conclus much plung,2,11
94746,4943,deuc wild,2,4
127272,6845,hang barbershop,2,5
128441,6909,mind,2,2
109862,5819,play,2,2
6777,271,last,2,3
56032,2802,baird,2,1
142866,7753,mom dad wallet,2,5
106158,5606,colleg student see impervi fall,2,12
136131,7356,one liner well anybodi,3,7
71427,3642,smooth,2,1
29661,1374,unabash,2,1
106216,5609,scienc fiction take advantag fact intend audienc n yet much scienc,1,20
90144,4692,never truli come care main charact whether wind togeth,1,18
32412,1519,usher full monti,2,6
125340,6735,space travel,2,3
75599,3875,entertain age,4,4
106929,5646,made cheap,2,9
149560,8140,fact toback,2,2
142944,7759,hypocrit work,1,2
63787,3229,artist aspir,3,2
105655,5577,pulsat thick truli frighten situat,2,8
57064,2873,comedi melodrama,2,4
72614,3708,delusion,1,1
38440,1831,benefit sharper cleaner script,3,7
66431,3371,enjoy friday seri,3,4
80315,4138,parachut,2,1
33951,1594,downtim,2,3
145503,7909,gossip,2,2
5310,210,movi equival,2,2
73740,3770,express convict,2,4
40482,1936,screen presenc,3,2
70872,3612,antiqu,2,1
59149,2984,scarlet,2,2
97117,5077,copmovieland two,2,4
147390,8020,film lack person permeat aspect tv movi esqu affect child act dullest irish pub scene ever film,0,28
4392,166,mind,2,1
2976,113,sneaki feel director tri dupe viewer take import simpli movi ugli look hollywood product,1,39
69164,3514,run gamut cheesi,2,5
95176,4965,courag pin huckster lapel yellow streak mile wide decor back,1,20
26205,1201,hard may believ,2,7
150944,8228,want littl alien friend,2,7
41374,1988,balanc fantast believ,3,8
48572,2372,n come close level intellig visual splendour seen film,0,19
107275,5668,orlean,2,1
119063,6364,film cram movi refer,3,7
32019,1498,come away sens reserv existenti poignanc,3,11
28535,1319,give spark chase ami chang lane,2,12
148132,8061,littl known stori,2,3
35943,1696,watchabl,3,2
